document_id,clean_text,sentiment
79,absolutely fizzing see batman day announced even first heard described inspired seen one favourite psychological thriller time finally going get raw gritty batman film id always dreamed seeing certainly werewhere begin biggest thing struck film much time got spend batman batman little bruce wayne movie im absolutely fine movie batman story start finish even get narration im quite sure feel yet good narration im sure he character want fromthe riddler movie phenomenal joker dark knight absolutely second favourite batman film villain clearly inspired zodiac killer inspired choice also use riddle film nothing short genius clever riddle puzzle make batman serious detective work something ive always wanted previous filmsthis favourite incarnation catwoman date havent loved character place film past ive found slows everything brings dull side batman havent enjoyed film though used perfectly shes love interest villainantihero one massive save another thing often bog batman film pointless love interestthe penguin probably one letdown id seen trailer suspected may case im wondering using movie setup second film evolve lot one though found quite dull screenpresencerobert pattinson batman blew away looked great voice perfect extremely intense menacing even though knew capable playing role think still needed see end product confirmation take absolutely somethe film quite unique feel scene sequence film would feel place tim burton batman universe christopher nolans universe little aspect respective film clearly inspired part batman basically took best thing twisted style obviously adding lot stuff also well done sensethe batmobile movie awesome there way put sound made vibration sent cinema chair bonechilling chase sequence movie penguin one best ive ever seenthe film long hour really never feel like there short period middle movie everything slows little really flat part movie however rest happens breakneck paceits hard find enough good thing say movie need see digest couple thing little longer firmly sitting second place behind dark knight order favourite batman film,Positive
80,riddlerpaul dano spoton take long get role like target public official revealing corruption killing gruesome fashionhow get away pg oh right long dont show detail get away almost anything even barely toned jigsaw order stop necessary bat catwith amazing chemistry together stop rat thanks matti really think needed yet another film dealing bruce wayne alterego nightwing know likely part still hold hope grayson turned featureif youve never checked trailer youtube youre missing somehow managed convince finger crossed least one sequel robert pattinson incredible seriously stop freaking every time role recast closest weve come someone shouldnt george clooney like anybody came flick looking good took job dusk till dawn good reason think going badass honestly everyone give strong performancesomething definitely appeal others genre tone essentially seen meet zodiac paced like typical massive blockbuster action great especially martial art mention car chase there le smaller scale example nolan trilogywhich also far escalation essentially isnt focused much aspect titular icon think agree weve great entry deliver interested conveying audience there reason he called world greatest detective weve barely seen outside animated one im happy choice themin addition ive already mentioned feature drug suggestive material strong language recommend fan batman,Neutral
81,matt reef batman hell movie darkest live action batman movie ever made longest one batman fill top notch action sequence exciting cinematic cinematography incredible michael giacchino batman theme song become one favorite movie theme song ever enduringly great action perfect without theme making even perfect theme background especially batman show really making hyped colin farrell transformation amazing performance penguin paul dano performance giving heath ledger joker vibe trying heath ledger joker still great paul dano riddler still terrifying disturbing villain zoe kravits performance catwoman amazing though wild michelle pfeiffer batman return boy gesture look wild michelle pfeiffer catwoman fighting sequence definitely win zoe still like lot end got batman robert pattinson say batman hope everybody starting know guy play batman really good movie guy play horrible twilight film anymore indeed awesome batman become second favorite batman next christian bale number one still story batman great problem movie quite lot particular scene slow slow boring feel like make little bit faster one two three scene probably still forgive unfortunately happens end batman still hell great movie still amazing still incredible impress thing happens excited hyped stunt amazing thing theyve done batman fire,Positive
82,star rating brilliant good okay poor awfulgotham city rocked series murder key political figure sadistic killer calling riddler paul dano hold city ransom revealing darkly guarded secret threatening mayhem stopped batman robert pattinson alter ego millionaire bruce wayne start investigation crossing path woman called selina kyle zoe kravitz operates catwoman want find happened friend set collision course darkest element gothams underworld including notorious gangster penguin unrecognisable colin farrell crime bos carmine falcone john turturro may sitting devastating secret could shatter livesthe batman series must one enduringly successful franchise world comic book film appearing various different incarnation since original creation writerdirector matt reef delivers mammoth three hour long interpretation character many seem hailing best ever le doesnt seem anymore least cinema artiste end see film drowning indulgencereeves obviously keen maintain bleak heavy tone established christopher nolan gotham city seemingly endless heavy rain gloomy sky set pattinsons dark brooding stare gravelly voiceovers set background emo rock soundtrack one many thing ripe parody film take much seriously feel almost devoid humour light even overdone danos dark riddler operating garish gimp suit look ridiculous thrown topical social justice speech litter film tv today kravitzs catwoman even praising sinister villain meant hate one point killing white privileged aholes trying cram whole load egg one basket ambitious overlong time main villain grand master plan end youre overwhelmed bored careeveryone else think like personally one pretentious batman ever might bit bearable le self indulgent least old fashioned lawrence arabia style intermission point,Neutral
83,everything movie trying hard dramatic score long shot character face overacting complex crime story feel like trying get oscar every momentits overly long drawn story feel like generic crime saga batman universe shoehorned itthis movie masterpiece spends lot effort making think,Negative
84,im sure begin dont generally want spoil reveals big twist film anticlimactic batman matt reef seemed borrow bigger book batman year one hush batman long halloween reef also leaned heavily onto film french connection zodiac noir classic chinatown general feel movie sought relate batman detective role he famous comic unfortunately ignores attempt batman level crime mysterythe acting really good there great cast professional film although robert patterson isnt allowed range emotion bruce wayne batman completely indistinguishable tired emokid walk life severe lethargy colin farrell unrecognizable penguin dare say gave greatest performance life large portion film writing semiorigin story oswald cobblepot rise become gothams crime bos lot villain origin story batman character basically introduced way batman year two thought mistake year one batman would wonderful screen audience seeing bruce wayne learning use fear early day would relief movie everyone scared plot device zoe kravitzs performance selena kyle becoming cat woman underdeveloped much fun watch batman id like see spinoff standalone cat woman release jeffery wright brilliant course even remaining quiet batman background pulled attention onto mostly pattersons portrayal incredibly stiff paul dano riddler exactly wanted see movie character reached new level applause serial killer saddly part plot put back burner lackluster crime drama carmine falcone john turturro great crime bos falcone plot focused long side story rather offering clue killing dragged long bored completely went batman see match wit clever serial killer reeducated connection thomas wayne carmine falcone againthe action sequence car chase fight choreography seemed old fashioned way knew hand reef lifted older better known film dropped budget scene batman racing catch penguin old muscle car batmobile versus im guessing buick laughing chase scene presented seriousness maybe penguin expensive italian sport car might enjoyed literally suppedup car desperately trying pace mom car fighting dull hand hand combat one first thing bruce wayne learns donning cowl movie batman throwing punch newly trained boxer would scoff much scene empty devoid thrill chill wondered editor wasthe batman simply long ridiculous attempt impress fan significance fails cohesive storytelling basically pat back throughout unnecessary musical score unlike dark knight wont watch,Neutral
85,headline taken two way remove hype expectation saying good movie positive hoping amazing new batman iteration good mean wasnt great let alone amazingthis review come negative enjoy love tone super dark grounded reality even nolan trilogy feel true character zoe kravitz jeffrey wright great casting choice mostly wellmade film good addition franchise bat suit look awesomeat time nothing movie wowed connect character especially villain relationship seem undeveloped organic nearly emotionally invested story mostly feel surface levelif youre huge batman fan think really enjoy movie dont think fire cylinder nolan trilogy still reign supreme viewing fan early screening,Negative
86,wasnt fan emo batman sorry robert pattinson film bit bleh felt like trying hard emulate christopher nolan david fincher end mystery bit meh worth three hour mostly runofthemill superhero film lacking much excitement thrill riddler bit lame forgotten movie character already underwhelming,Negative
87,batman robert pattinson zoe kravitz jeffrey wright colin farrell paul dano john turturro andy serkis peter sarsgaard filmmaker matt reef pull stop even darker adaptation bob kane comic book hero pattinson standing tall brooding bruce wayne employing vigilante style justice caped cursader gotham quake siege homicidal riddler dano affectively disturbing gaining unlikely ally selina kyle asskicking kravitz precatwoman mode arresting visuals thanks large part ace cinematography greig fraser james chinlunds production design aided foreboding score michael giacchino full bombast dread farrell ton unrecognizable prosthetics field day getting touch inner robert de niro penguin mean see imax,Positive
88,say liked story long dragged slowly paced near hour ridiculous could watch speed would enjoyable needed least min cut much faster storytelling constant whisper dialogue film became annoying really fasti like pattinson actor batman one wasnt convincing monotonic whispering dialogue emo demeanor lackluster point cringeworthy thats batman even bruce wayneand whats colin farrell cast prosthetics play penguin every actor naturally character look unavailable like farrell particular set penguin skill lol casting farrell batman pattinson penguin wouldve worked much better imoim also big fan westworlds jeffrey wright unconvincing gordon especially also monotonic whispering emo demeanor get director joint writer reef going dark lonely dreary theme instead character looked bored inexperienced actor sore throatsthe one nailed character perfectly lovely beautiful kravitz stole entire show wouldve rather watched hour movie catwomanall affleck keaton bale kilmer even clooney batman character much convincing well better keep awake action said filmssadly one generous yet disappointing,Negative
89,couldnt even finish drivel firstly pattinson good actor doesnt fit batman role film way long boring action underwhelming overall big disappointment cant recommend,Negative
90,batman movie wife caught advanced screening last night storyline follows gotham shortly batman emerged established street serial killer known riddler start killing spree everyone influential within gothams hierarchy bruce wayne inevitably target people tied together batman tie piece together wayne next victimthis movie directed matt reef cloverfield star robert pattinson twilight zo kravitz kimi colin farrell total recall paul dano blood john turturro right thing peter sarsgaard garden state andy serkis lord ring jeffrey wright shaft barry keoghan eternalsthe storyline look feel movie character perfectly cast well executed farrell dano kravitz movie fantastic job depicting batman universe appropriate grit feel lighting cinematography excellent also good job creating various potential spinoffs subtle reference within storyline end good jeph loeb comic feel good job delivering detective element batman violence also brilliant well done say need hour abundance scene could better edited film likely hair half hoursoverall magnificent addition super hero genre absolute must see batman fan would score strongly recommend,Positive
91,matt reef good director he made one decent film rise planet ape everything else he done fall one two category junk overrated junk thank goodness batman least latter instead former director wasnt trying sooooo hard make film dark maybe could created new category overratedfirstly david fincher bad enough david fincher imitation even worse movie rote serialkiller plot indulges every single one irritating trope nolan already played around notably wanted captured eyeroller also irritating reef cheap attempt desecrate schubert music indulging trope classical musicloving psychopath modern culture obsession inadvertent glorification serial killer one greatest pet peevesthey pathetic boring character exchange riddler killer finchers movie basically difference irritated end practically every character allowed fall prey riddlers petty mind game would promptly tell ps take stupid video call elsewhere even bomb strapped necksecondly casting sometimes bizarre dc often thrived unorthodox castingif make ben affleck work batman anything goesbut trip since highwater mark nolan trilogy compare andy serkis alfred completely work lack sophistication michael caine new commissioner gordon gary oldman thats sure riddler join swelling rank villain desperately trying imitate heath ledger riddler batman show vastly superiorheck jim carrey new catwoman alright given rest casting rendered irritating script cause carry friend end killed shes emotionally attached friend mystery even batman dare solve closest thing saving grace infamously unrecognizable colin farrell penguin car chase scene great even kept wondering none vehicle hydroplaning something like full inch water roadthirdly pacing ive seen people accuse nolan portentous batman take whole new level bloated runtime doesnt even quasigrandeur snyder cut due banal serial killer story mostly requires people pop penguin club ad nauseam reef said supposedly inspired alfred hitchcock rear window throwback opening scene dont see film mostly shot like generic tv procedural filtered david fincher lens reef completely lack morbid playfulness made hitchcock sublime compare riddler murder one dial murder one mediocre hitchcock reef sole technique suspense riddler hovering around background unsuspecting victim putter aboutugh good would become dc highest grossing film ever people lose interest little box office receipt drop,Negative
92,went ultralow expectation think robert pattison godawful actor film took expectation made promptly realise always go lowerim actually angry wasted hour life trust every minute time felthowever let positive cinematography great music fantastic opening scene batman made think going another heath moment forced eat word opening scene indeed something specialbut film get going part saw ripoff desperately want seen execution story dragged dont care character found pining clooney batnipples mr freezewhat found really funny though producer utter mess got touch nolan warned going make better batman nolike last lord ring film ending keep coming something wrap start get ready leave film continues something else wrapped think thats keep going something else oni see guy seat nearby racked massive line coke snorted midway im joking welcome southamptonwith regard plank wood sorry pattison initial scene genuinely excited never fan costume seeing suddenly got proper beat someone vicious attack get back fact everyone batpunches get back attack behind there real threat bale smacked someone stayed dead bale stripped affleck built robert looked like look like mr burn simpson skeletal mess beef whatsoever fact robert bent one topless scene bone stuck thought wing going pop wouldnt infamously said refused bulk role would sacked thenhis time bruce strictly limited thank god cant really judge bruce stand look confused batman end became parody batman voice changed sound joke batman college humour video alfred genius mad look like pulling cumface dont even get started adrian mole diary keeping thats going voiceover narrationhonestly exception opening ten minute never hated film much given went low expectation even surprised fuming wasting time,Negative
93,robert terrible batman absolutely batcharisma riddler character complete bore hated film certainly understand good review close dark knight caliber please make sequel,Negative
94,big city cant everywhere batman rob pattison complete adaptation batman comic presence isnt gothic spoton condemnation human frailty since yearold godfather writerdirector matt reef batman arguably definitive dark night american soul corruption salvation achievement robust american neo noir rank somewhere behind martin scorsese taxi driver godfatherbatman rob pattinson scowl came twilight frame mind show soft side love selena kylecat woman zoe kravitz bat cat working save city like riddler paul dano penguin colin farrell crime lord carmine falcone john turturro besides offing large number corrupt city employee offer bruce wayne chance learn obsession parent public private life untimely death although none bad boy eclipse impact heath ledger multidimensional joker even humor together powerful cast darknessbesides bringing together ensemble estimable actor every role reef gather expert cinematographer greig fraser production designer james chinlund create darkness full telling image competing great film noir composition time dark yes obscure darkness envelope scene say bleak side humanity written treatise couldbesides corruption city official batman cast shadow virtue vengeance embodied wayne longing account death parent badboys like riddler assuage pain childhood terrorizing city favor riddler ridding city corrupt power batman cleaning petty criminal stalwart ally lt james gordon jeffrey wright realizes real crime housed police force ultimately supervisorsthe batman hip incisive representation modern angst even hero relieve least right nowto strain nirvana baleful something way think im hiding shadow shadow batman,Positive
95,even though ive seen batman adaptation since cant call superfan still keep entertained previous movie entertaining robert pattinson big draw started watching film performance lighthouse think fabulous active actor versatile deep empathy role think often uniqueso think batman averagerobert pattinson make good effort dark serious batman fault didnt find highly entertainingfirst think script bland cant quite get supporting role film villain remain somewhat tame unengaging combination length film long fell along wayfeel free continue using pattinson future sequel please give better script anemic villain please,Neutral
96,hour run time totally worth ita well mature dark movie batman character deservesrobert pattinson batman bruce wayne best casting choice christian baleits dark gritty visceral god damn greatcolin farrell penguin fantastic couldnt recognise himzoe kravitz selina kyle cat woman great fantasticpaul dano jeffrey wright andy serkis great toocasting done greatlybatmobile fing great engine rev get goosebumpsaction scene absolutely fing great loud bombastic visceral give goosebumpsfight sequence absolutely grittycinematography done greig fraser another masterpiece himmichael giacchino music composition really great dark gritty grandeur theme musicthe dirty criminality madness gotham city feel dark grey batman character needsproduction design brilliantstory wise movie felt detective batman comic book done outstandinglydetective batman original dc stand fori couldnt find error whole moviethis well made brilliant movie matt reevestotally worth waiting cant wait see againdirection cinematography acting screenplay story music movie deserves,Positive
97,better worse mostly better batman he detective first superhero second bleak yet thrilling noir also glimpse exhilarating hope doesnt hurt really new batman film especially took riveting route like pattinson kravitz explosive together,Neutral
98,preface review say watching cinema many people walked looking shoulder see anyone else laughing cringe movie deliversthe actor one highlight excluding villain riddler batman penguin far coolest best actor honestly good fella type character supporting actor also quite good however think robert pattinson horrible pick batman whole time seems like really awkward sad goth kid half expecting say gosh get outta room absolutely trash acting riddler even worse major cringe factor movie awful dorky video call super non intimidating laughable video call reminded horror film year old class mate made high school budget relationship batman cat woman plus movie romance quite sweet lot tension rode around awesome motorcycle roaring town really cutethe bat mobile pretty awesome definitely weird batman film old classic camaro little spine chilling gon na lienow answer everyones question think robert pattinson terrible choice batman reason first qualm watching film made believe bad cringey actor role isnt badass masculine kinda guy like seems awkward show voice wasnt great body big muscular like many batman heck even joker ripped suicide squad guy ft exactly frame tiny show next bigger actor story god awful without spoiling pretty much lot people die bomb go personal people batman know get injured batman go welp cant place im human proceeds get kod twice throughout movie punched lot fight far worst weakest looking batman worst actor played cinematography good horror feeling brings good everything else horrible mention film hour long crap middle end well know know wow couldnt wait thr hour end multiple people walked film half finished definitely wouldnt reccomend garbage piece cinema,Negative
99,whats one thought warner bros casted robert pattinson batman mine nooooooo bewildered decision questioning best theyve got batman didnt hate concerned could take big role like doesnt regular feature embodied titular characterand today day witness wrong pattinson great batman hell slayed batman yes feature dont really resemble classic batman made one batman better ben affleck george clooney audience would compare like christian bale michael keaton also there something pattinsons jawline complement look everytime he wearing mask ooze seemingly mysterious vibe appears alluring enough audience batman run hour long whats special one offer journey doesnt dive origin story making different piece compared others centred parent killed back alley kid take different story focusing gotham city grim corruption happening withinits engaging throughout though meant viewer narrative isnt made audience preferring commercial film would say context story rich dark knight joker big issue two mean offense stick marvellike one p batman game film offer bleak dreary look gotham transporting audience world transparency reality doesnt shy away showing u rawness city coalcoloured alley underground tunnel debris scattered floor hardhitting fact one safe therefore audience easy time relating world filled arising problem issuesif youre wondering zoe kravitz good job catwoman would say yes however shes least favourite compared others held role like michelle pfeiffer anne hathaway couldve betterkudos makeup department putting brilliant work mr penguin hadnt known colin farrell would recognized even bit farrell excellent job penguin time reminded jared leto house gucci overused accent character mostly missing second half letdown mewhat brave decision turn riddler realized gotham dark place changed riddler someone darker comic offered riddler profoundly menacing remind heath joker tdk paul dano great job felt could picked another actor prolly thats hey dano one issue overused soundtrack hour long rarely encounter scene music background take away bit grounded experience suspense come restrained music much believe film would scarier whats worse music playing sounded quite next come point felt irritated italso wasnt impressed climax scene feel like giving best shot ummphhh enough hinted first two hour thought beginning exciting final battle scene apparently almost end moviethe reason behind might probably notsoformidable villain let take recent example riddler somewhat similar ramus maleks safin time die term capability ability ace strategy planning weak combating resulting almost nonexistent final battleverdict like bleak painting canvas sold prestigious auction batman exhibit ambitious look gothams gritty landscape along strongly coloured frighteningly dour tone illuminating could possibly best movie year far,Neutral
100,hour hero movie might quite adventure expect actionpacked movie like avenger dark knightthe batman action movie noir detective film enjoy dark moisty mood movie hasif enjoyed movie like zodiac seen im sure youll love go theatre immediately,Neutral
